latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
-37.40105,144.85103,349.94,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,307.44,40.52,D,0
-37.39634,144.89583,343.47,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,309.4,10.52,D,0
-37.39147,144.9418,346.81,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,316,87.64,D,0
-37.39077,144.94844,334.4,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,295.99,8.4,D,0
-37.40643,144.83885,341.04,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,312.66,31.47,D,0
-37.40576,144.84529,341.69,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,304.79,18.32,D,0
-37.40509,144.85165,340.43,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,307.99,18.32,D,0
-37.39966,144.90305,342.42,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,311.96,10.44,D,0
-37.39619,144.93582,367,0.56,0.43,2014-02-10,351,N,VIIRS,h,2,317.87,95.17,D,0
-37.39548,144.94244,367,0.56,0.43,2014-02-10,351,N,VIIRS,h,2,327.07,95.17,D,0
-37.40018,144.93663,351.9,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,327.56,95.17,D,0
-37.41048,144.83936,346.14,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,306.9,31.47,D,0
-37.40158,144.92351,348.02,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,312.94,54.53,D,0
-37.40089,144.93002,346.62,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,317.98,54.53,D,0
-37.40981,144.84575,367,0.57,0.43,2014-02-10,351,N,VIIRS,h,2,308.33,18.32,D,0
-37.39949,144.94316,367,0.56,0.43,2014-02-10,351,N,VIIRS,h,2,328.31,95.17,D,0
-37.39879,144.94972,367,0.56,0.43,2014-02-10,351,N,VIIRS,h,2,333.71,253.36,D,0
-37.40559,144.92419,338.81,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,308.94,11.82,D,0
-37.40488,144.93079,352.92,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,307.1,11.82,D,0
-37.40418,144.93739,351.24,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,317.11,59.04,D,0
-37.4028,144.95035,346.6,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,315.54,64.04,D,0
-37.41386,144.84624,367,0.57,0.43,2014-02-10,351,N,VIIRS,h,2,306.97,8.57,D,0
-37.40349,144.94386,367,0.56,0.43,2014-02-10,351,N,VIIRS,h,2,336.19,59.04,D,0
-37.40751,144.94449,352.43,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,328.31,59.04,D,0
-37.4179,144.84683,335.82,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,304.15,8.57,D,0
-37.41721,144.8533,340.3,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,307.17,8.57,D,0
-37.40891,144.9314,340.7,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,308.6,11.82,D,0
-37.4082,144.93797,351.59,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,315.94,59.04,D,0
-37.39731,144.84418,350.03,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,314.64,62.24,D,0
-37.39668,144.85054,352.75,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,313.17,21.88,D,0
-37.38828,144.93488,353.23,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,308.22,79.56,D,0
-37.38761,144.94151,345.08,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,317.84,77.24,D,0
-37.39793,144.83784,367,0.57,0.43,2014-02-10,351,N,VIIRS,h,2,330,62.24,D,0
-37.39229,144.9355,367,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,325.64,79.56,D,0
-37.40197,144.83847,348.61,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,308.98,62.24,D,0
-37.40134,144.84486,351.65,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,304.03,62.24,D,0
-37.40071,144.85124,350.88,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,307.78,21.88,D,0
-37.39623,144.8961,346.32,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,309.72,8.73,D,0
-37.39162,144.94215,349.64,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,314.4,77.24,D,0
-37.40602,144.83905,342.78,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,312.24,25.26,D,0
-37.40537,144.84549,343.17,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,304.89,25.26,D,0
-37.40474,144.85188,340.52,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,308.27,12.29,D,0
-37.39959,144.90334,342.47,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,312.2,7.86,D,0
-37.39631,144.93616,356.69,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,318.38,71.1,D,0
-37.39564,144.94279,367,0.56,0.43,2014-02-10,351,N,VIIRS,h,2,331.45,175.63,D,0
-37.41006,144.83957,345.97,0.57,0.43,2014-02-10,351,N,VIIRS,n,2,307.21,25.26,D,0
-37.40162,144.92383,349.04,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,312.88,20.08,D,0
-37.40097,144.93037,349.57,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,315.42,71.1,D,0
-37.4003,144.93698,353.45,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,326.67,71.1,D,0
-37.40942,144.84596,367,0.57,0.43,2014-02-10,351,N,VIIRS,h,2,308.09,25.26,D,0
-37.39964,144.94353,367,0.56,0.43,2014-02-10,351,N,VIIRS,h,2,329.23,175.63,D,0
-37.39898,144.95009,367,0.56,0.43,2014-02-10,351,N,VIIRS,h,2,333.18,175.63,D,0
-37.40563,144.92455,338.92,0.56,0.43,2014-02-10,351,N,VIIRS,l,2,309.24,9.71,D,0
-37.40497,144.93112,352.78,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,307.5,24.87,D,0
-37.4043,144.93773,350.66,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,317.96,24.87,D,0
-37.403,144.9507,347.44,0.56,0.43,2014-02-10,351,N,VIIRS,n,2,314.36,65.9,D,0
-37.41347,144.84644,367,0.57,0.43,2014-02-10,351,N,VIIRS,h,2,308,10.76,D,0
-37.40365,144.94423,367,0.56,0.43,2014-02-10,351,N,VIIRS,h,2,334.77,65.9,D,0
