latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-38.307,146.6398,361.6,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,292.8,326.1,N,0
-37.9236,145.837,309.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,38,6.2,286.1,32.8,N,0
-38.3161,146.4991,331.8,2.5,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,293,101.2,N,0
-38.2788,146.5436,307.3,2.4,1.5,2009-02-07,1235,Terra,MODIS,41,6.2,289.5,21.4,N,0
-37.9296,145.7379,320.5,2.7,1.6,2009-02-07,1235,Terra,MODIS,85,6.2,289.3,64.6,N,0
-37.9107,145.7697,312.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,77,6.2,288,46.2,N,0
-38.3653,146.5926,335.2,2.4,1.5,2009-02-07,1235,Terra,MODIS,99,6.2,292.2,114.8,N,0
-38.0272,145.8458,320.6,2.7,1.6,2009-02-07,1235,Terra,MODIS,39,6.2,285.7,75.2,N,0
-37.9565,145.7719,323.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,28,6.2,287.5,85.7,N,0
-37.9253,145.7674,318,2.7,1.6,2009-02-07,1235,Terra,MODIS,58,6.2,288.8,59.3,N,0
-38.3633,146.6211,325.8,2.4,1.5,2009-02-07,1235,Terra,MODIS,55,6.2,291.1,77.1,N,0
-37.9314,145.8907,311.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,28,6.2,287.1,39.9,N,0
-38.3315,146.5808,323,2.4,1.5,2009-02-07,1235,Terra,MODIS,68,6.2,291.7,62.9,N,0
-38.3343,146.643,338.3,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,292.4,147.5,N,0
-38.3275,146.6358,338.6,2.4,1.5,2009-02-07,1235,Terra,MODIS,97,6.2,292.7,147.6,N,0
-38.3555,146.5329,320.8,2.4,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,291.8,48.9,N,0
-38.3139,146.6341,358.4,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,294.2,291,N,0
-37.9437,145.9216,305.9,2.6,1.6,2009-02-07,1235,Terra,MODIS,50,6.2,288.5,28.7,N,0
-38.3361,146.6157,338.9,2.4,1.5,2009-02-07,1235,Terra,MODIS,90,6.2,293.6,145.7,N,0
-38.3224,146.614,341.6,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,293,164.3,N,0
-38.3159,146.6061,341.4,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,293.1,154.7,N,0
-37.9399,145.7661,324.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,52,6.2,289.2,84.4,N,0
-38.0099,145.8393,325.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,93,6.2,284.4,96.5,N,0
-37.9772,145.8993,311.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,54,6.2,288.5,45.8,N,0
-37.915,145.7395,328.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,288.7,109.2,N,0
-38.0127,145.8461,335.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,91,6.2,287.7,151.8,N,0
-38.3615,146.6478,327.1,2.4,1.5,2009-02-07,1235,Terra,MODIS,40,6.2,291.3,83.8,N,0
-38.3479,146.6455,324.5,2.4,1.5,2009-02-07,1235,Terra,MODIS,63,6.2,291.2,79.2,N,0
-37.9543,145.7666,324.5,2.7,1.6,2009-02-07,1235,Terra,MODIS,26,6.2,288.5,86.5,N,0
-38.3002,146.632,342,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,291.1,160.8,N,0
-38.3144,146.5262,330.6,2.4,1.5,2009-02-07,1235,Terra,MODIS,91,6.2,292.8,92.1,N,0
-38.318,146.4702,323,2.5,1.5,2009-02-07,1235,Terra,MODIS,93,6.2,288.8,63.5,N,0
-38.3693,146.5346,321.5,2.4,1.5,2009-02-07,1235,Terra,MODIS,98,6.2,291.7,47.2,N,0
-38.3199,146.5491,334.4,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,293.4,110.2,N,0
-38.377,146.6223,321.2,2.4,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,290,55.9,N,0
-38.3206,146.6415,346.7,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,292.6,200.5,N,0
-38.3432,146.6101,328.4,2.4,1.5,2009-02-07,1235,Terra,MODIS,59,6.2,293.4,93.4,N,0
-38.2944,146.5178,331.2,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,290.7,99.6,N,0
-37.9129,145.7751,312.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,50,6.2,288.1,41.5,N,0
-37.9983,145.8466,321.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,15,6.2,283.8,71.8,N,0
-37.9343,145.8959,309.8,2.7,1.6,2009-02-07,1235,Terra,MODIS,28,6.2,288.2,37.3,N,0
-37.9648,145.8687,321.8,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,288.7,76.6,N,0
-38.3376,146.4963,317.5,2.5,1.5,2009-02-07,1235,Terra,MODIS,12,6.2,291.8,44.8,N,0
-38.3672,146.565,342.6,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,292.5,157.5,N,0
-37.9363,145.8645,314.6,2.7,1.6,2009-02-07,1235,Terra,MODIS,62,6.2,287.4,49.6,N,0
-38.3088,146.6116,355.2,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,293.8,260.6,N,0
-38.3418,146.5306,325.2,2.4,1.5,2009-02-07,1235,Terra,MODIS,53,6.2,292.6,67.5,N,0
-38.3082,146.5194,330.9,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,292.9,97.4,N,0
-37.913,145.7341,325.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,288.1,101.3,N,0
-38.3398,146.5607,320,2.4,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,291.7,48,N,0
-37.946,145.706,323.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,288.6,82.3,N,0
-38.3022,146.6041,350,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,293.2,209.9,N,0
-38.3101,146.4918,328,2.5,1.5,2009-02-07,1235,Terra,MODIS,95,6.2,291.8,82.9,N,0
-36.0836,149.6837,310.8,1.5,1.2,2009-02-07,1235,Terra,MODIS,78,6.2,300.2,8.5,N,0
-38.3573,146.5056,320,2.5,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,291.7,48.6,N,0
-37.923,145.8014,311.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,61,6.2,287.3,40.4,N,0
-37.917,145.7062,319.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,98,6.2,286.2,70.4,N,0
-37.9442,145.701,324.8,2.7,1.6,2009-02-07,1235,Terra,MODIS,87,6.2,288.6,92,N,0
-37.9356,145.8297,316.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,23,6.2,285.6,53.7,N,0
-38.3125,146.555,338.6,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,294.3,136.3,N,0
-38.3298,146.5014,331.9,2.5,1.5,2009-02-07,1235,Terra,MODIS,99,6.2,293.2,103.5,N,0
-38.0108,145.8772,325.5,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,288,94.4,N,0
-37.9791,145.8707,327.5,2.7,1.6,2009-02-07,1235,Terra,MODIS,46,6.2,289.2,105.7,N,0
-38.3262,146.5576,334.8,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,293.4,114.2,N,0
-38.5275,146.6452,305.1,2.4,1.5,2009-02-07,1235,Terra,MODIS,4,6.2,290,17.7,N,0
-37.952,145.8006,323.6,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,286,77.9,N,0
-38.3042,146.5763,353.4,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,296.3,243.5,N,0
-38.2964,146.4896,312.7,2.5,1.5,2009-02-07,1235,Terra,MODIS,13,6.2,289,32.1,N,0
-37.9152,145.7007,310.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,80,6.2,284.7,42.6,N,0
-37.9296,145.7028,322.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,288.2,84.4,N,0
-37.963,145.8976,319.8,2.7,1.6,2009-02-07,1235,Terra,MODIS,70,6.2,288,69.5,N,0
-38.3357,146.5231,325.3,2.4,1.5,2009-02-07,1235,Terra,MODIS,82,6.2,292.9,68,N,0
-38.3219,146.521,334.2,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,293.6,109.3,N,0
-37.9487,145.8959,315.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,33,6.2,288.7,52.6,N,0
-36.0851,149.6683,319.5,1.5,1.2,2009-02-07,1235,Terra,MODIS,99,6.2,299.8,22.1,N,0
-38.3295,146.6081,334.6,2.4,1.5,2009-02-07,1235,Terra,MODIS,88,6.2,292.6,122.1,N,0
-37.9965,145.8766,320,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,288.7,70,N,0
-38.3179,146.5781,332.5,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,293.1,108.3,N,0
-38.0244,145.8391,322.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,68,6.2,285.3,81.8,N,0
-38.2925,146.5454,342.3,2.4,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,291.4,159.2,N,0
-38.3259,146.4645,323.3,2.5,1.5,2009-02-07,1235,Terra,MODIS,96,6.2,289.3,66,N,0
-36.4491,146.6796,341.5,2.3,1.5,2009-02-07,1235,Terra,MODIS,100,6.2,295.1,136.3,N,0
-37.5812,145.3258,324.9,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,290.1,88.8,N,0
-37.5959,145.3272,323.4,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,290.8,85.2,N,0
-37.5941,145.3593,324.1,2.8,1.6,2009-02-07,1235,Terra,MODIS,36,6.2,287.9,86.8,N,0
-37.6107,145.3284,323.5,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,290.3,82.7,N,0
-37.6088,145.3599,330,2.8,1.6,2009-02-07,1235,Terra,MODIS,58,6.2,288.5,111.4,N,0
-37.6255,145.3291,319.1,2.9,1.6,2009-02-07,1235,Terra,MODIS,21,6.2,290.2,63.6,N,0
-37.6235,145.3611,333.7,2.8,1.6,2009-02-07,1235,Terra,MODIS,86,6.2,290.5,135.4,N,0
-37.6678,145.3631,312.2,2.8,1.6,2009-02-07,1235,Terra,MODIS,37,6.2,289.2,41.2,N,0
-37.6682,145.3698,313.1,2.8,1.6,2009-02-07,1235,Terra,MODIS,86,6.2,289.1,48,N,0
-37.3728,145.7709,338,2.7,1.6,2009-02-07,1235,Terra,MODIS,88,6.2,285.3,143.2,N,0
-37.3871,145.7714,368.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,279.7,446.8,N,0
-37.4012,145.775,333.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,70,6.2,267.9,117.2,N,0
-37.3755,145.7767,341,2.7,1.6,2009-02-07,1235,Terra,MODIS,97,6.2,285,166.6,N,0
-37.3898,145.7778,374.8,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,279.4,539.8,N,0
-37.404,145.7812,327.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,83,6.2,266.3,95.4,N,0
-37.5904,145.8395,325.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,76,6.2,282.3,84.2,N,0
-37.5936,145.8447,333.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,73,6.2,281.8,140.3,N,0
-37.6079,145.8453,334.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,53,6.2,280.5,140.4,N,0
-37.3505,145.6714,323.6,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,272.9,96.4,N,0
-37.4058,145.2621,322.1,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,282.4,85.5,N,0
-37.4206,145.2626,326.4,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,284.6,101.6,N,0
-37.4184,145.2972,342.6,2.9,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,284.6,209,N,0
-37.4374,145.2319,330.6,2.9,1.6,2009-02-07,1235,Terra,MODIS,57,6.2,281,128.7,N,0
-37.4353,145.2642,357.1,2.9,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,290.7,356.2,N,0
-37.4331,145.2982,355.5,2.9,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,289.5,333.2,N,0
-37.4566,145.1651,322.5,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,282.8,73.1,N,0
-37.4543,145.2004,323.3,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,281.6,79.9,N,0
-37.4522,145.2335,329.2,2.9,1.6,2009-02-07,1235,Terra,MODIS,18,6.2,284.8,114.5,N,0
-37.45,145.2664,366.6,2.9,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,293.7,475.8,N,0
-37.4478,145.2999,354.6,2.9,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,290.2,317,N,0
-37.4056,145.2671,323.3,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,283.9,85.2,N,0
-37.4205,145.2676,330.5,2.9,1.6,2009-02-07,1235,Terra,MODIS,49,6.2,286.7,120.1,N,0
-37.4184,145.3025,348.7,2.9,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,283.3,259.8,N,0
-37.4389,145.2065,322.2,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,276.8,76,N,0
-37.4371,145.2368,334,2.9,1.6,2009-02-07,1235,Terra,MODIS,59,6.2,283.6,145.2,N,0
-37.4352,145.2693,358.7,2.9,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,291.7,367,N,0
-37.4332,145.3034,352,2.9,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,287.7,288,N,0
-37.4559,145.1704,322.4,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,283.2,77.2,N,0
-37.4538,145.2059,324.4,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,281.5,86.9,N,0
-37.4519,145.2386,339.4,2.9,1.6,2009-02-07,1235,Terra,MODIS,60,6.2,287.1,182.7,N,0
-37.4499,145.2716,379.7,2.9,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,294.4,687.8,N,0
-37.4479,145.3053,351.7,2.9,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,287.6,283.1,N,0
-37.4729,145.1359,306.5,2.9,1.6,2009-02-07,1235,Terra,MODIS,19,6.2,281.3,26.9,N,0
-37.4687,145.206,321.6,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,284,74.1,N,0
-37.4646,145.2734,322,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,287.8,74.7,N,0
-37.4626,145.3069,325.4,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,284.3,89,N,0
-37.4836,145.2071,318.4,2.9,1.6,2009-02-07,1235,Terra,MODIS,11,6.2,285.4,63.5,N,0
-37.6323,145.4594,324.3,2.8,1.6,2009-02-07,1235,Terra,MODIS,35,6.2,290.5,85,N,0
-37.0487,144.5392,316,3.2,1.7,2009-02-07,1235,Terra,MODIS,88,6.2,291.6,61.1,N,0
-37.0447,144.5454,315.8,3.2,1.7,2009-02-07,1235,Terra,MODIS,66,6.2,291.5,59.4,N,0
-37.0601,144.5468,315.2,3.2,1.7,2009-02-07,1235,Terra,MODIS,84,6.2,291.5,56.7,N,0
-37.1041,144.5887,312.8,3.1,1.7,2009-02-07,1235,Terra,MODIS,48,6.2,290.8,49.3,N,0
-37.1019,144.6249,315.8,3.1,1.7,2009-02-07,1235,Terra,MODIS,69,6.2,291.1,61.9,N,0
-37.1194,144.5905,315.3,3.1,1.7,2009-02-07,1235,Terra,MODIS,84,6.2,290.7,62.1,N,0
-37.1159,144.5953,322.2,3.1,1.7,2009-02-07,1235,Terra,MODIS,100,6.2,291,93.7,N,0
-37.5515,145.3182,323,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,287,80.3,N,0
-37.5366,145.3188,322.8,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,285,82.9,N,0
-37.5408,145.2495,318.8,2.9,1.6,2009-02-07,1235,Terra,MODIS,23,6.2,290.1,62.7,N,0
-37.524,145.2822,322.2,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,287.6,72.5,N,0
-37.5259,145.2498,323,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,291.1,80.4,N,0
-37.5278,145.217,322.3,2.9,1.6,2009-02-07,1235,Terra,MODIS,77,6.2,290.5,80.3,N,0
-37.5091,145.2826,320.5,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,284.8,61.8,N,0
-37.511,145.2504,327.5,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,291.2,102,N,0
-37.5129,145.2172,321.1,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,290.5,71.6,N,0
-37.4961,145.2494,321.9,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,290.2,71.3,N,0
-37.5365,145.3107,322.3,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,285.1,78,N,0
-37.524,145.275,321.6,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,288.7,69.6,N,0
-37.526,145.2439,322.6,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,291.1,78.2,N,0
-37.5281,145.2099,319.5,2.9,1.6,2009-02-07,1235,Terra,MODIS,14,6.2,289.8,67,N,0
-37.5091,145.2756,322.6,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,286.5,73.4,N,0
-37.5111,145.2437,326.7,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,291.1,97.9,N,0
-37.4963,145.2423,322,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,290.2,76.1,N,0
-37.5663,145.319,323.3,2.9,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,289.4,83.7,N,0
-37.5832,145.286,312.2,2.9,1.6,2009-02-07,1235,Terra,MODIS,31,6.2,289.6,40.8,N,0
-37.581,145.3205,324.3,2.9,1.6,2009-02-07,1235,Terra,MODIS,56,6.2,290,87.4,N,0
-37.579,145.353,321,2.8,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,284.1,71.7,N,0
-37.5958,145.3215,320.7,2.9,1.6,2009-02-07,1235,Terra,MODIS,42,6.2,290.5,75.6,N,0
-37.5937,145.3545,325,2.8,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,288.4,92.5,N,0
-37.6105,145.3228,316.3,2.9,1.6,2009-02-07,1235,Terra,MODIS,51,6.2,289.8,58.2,N,0
-37.6084,145.3551,333.4,2.8,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,289.3,136.6,N,0
-37.6253,145.3237,312.8,2.9,1.6,2009-02-07,1235,Terra,MODIS,30,6.2,289.7,40.7,N,0
-37.6232,145.3561,331,2.8,1.6,2009-02-07,1235,Terra,MODIS,62,6.2,290.8,118.1,N,0
-37.6211,145.3872,320.9,2.8,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,284.4,63.9,N,0
-37.7917,145.9943,307.5,2.6,1.6,2009-02-07,1235,Terra,MODIS,50,6.2,286.9,41.2,N,0
-37.5793,145.8441,326.8,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,284.6,99.7,N,0
-37.5648,145.8452,337.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,289,160.9,N,0
-37.5669,145.8124,336.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,286.8,149,N,0
-37.5506,145.8432,354.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,84,6.2,290.5,298.5,N,0
-37.5526,145.8113,338.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,290.4,166.3,N,0
-37.5761,145.8385,327.5,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,285.9,101.5,N,0
-37.5597,145.869,328.4,2.6,1.6,2009-02-07,1235,Terra,MODIS,40,6.2,280.7,104.6,N,0
-37.5617,145.8387,343.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,290.2,187.8,N,0
-37.5639,145.8072,335.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,35,6.2,286.9,143.4,N,0
-37.5475,145.8371,350,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,290.2,252.9,N,0
-37.5496,145.8057,334.6,2.7,1.6,2009-02-07,1235,Terra,MODIS,33,6.2,288,143.2,N,0
-37.5332,145.8364,339.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,75,6.2,287.7,173.1,N,0
-37.5353,145.8044,340.6,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,284.5,181.8,N,0
-37.519,145.8344,389.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,286.3,806.8,N,0
-37.5211,145.8018,368.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,290.2,458.1,N,0
-37.5233,145.7676,328.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,72,6.2,274.9,111.5,N,0
-37.5071,145.7965,335.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,96,6.2,267,146.6,N,0
-37.5091,145.7642,328,2.7,1.6,2009-02-07,1235,Terra,MODIS,71,6.2,274.2,113.1,N,0
-37.5064,145.7564,315,2.7,1.6,2009-02-07,1235,Terra,MODIS,56,6.2,268.1,60.2,N,0
-37.5831,145.2914,315.4,2.9,1.6,2009-02-07,1235,Terra,MODIS,74,6.2,290,53.2,N,0
-36.5162,146.7518,320.7,2.3,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,287.8,58.1,N,0
-36.518,146.7272,320,2.3,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,294.7,54.1,N,0
-36.5067,146.6992,318.4,2.3,1.5,2009-02-07,1235,Terra,MODIS,9,6.2,283,41.3,N,0
-36.5203,146.7458,320.8,2.3,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,292.3,47.9,N,0
-36.507,146.7449,324.9,2.3,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,287.8,61.6,N,0
-36.5089,146.7208,324.1,2.3,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,293.5,60.4,N,0
-37.4389,145.6857,319.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,39,6.2,279.4,69.7,N,0
-37.4226,145.7153,337.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,84,6.2,279.4,162.2,N,0
-37.4245,145.6846,336.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,68,6.2,288.1,162.2,N,0
-37.4083,145.7133,334.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,70,6.2,276.2,138.1,N,0
-37.4102,145.6831,338.5,2.7,1.6,2009-02-07,1235,Terra,MODIS,73,6.2,283.5,173.4,N,0
-37.3918,145.7463,325.5,2.7,1.6,2009-02-07,1235,Terra,MODIS,51,6.2,268.1,83.6,N,0
-37.3939,145.7117,327.8,2.7,1.6,2009-02-07,1235,Terra,MODIS,48,6.2,270.8,100.5,N,0
-37.3775,145.744,345.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,279.2,197.5,N,0
-37.3796,145.7104,336.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,60,6.2,275,149.1,N,0
-37.4202,145.7093,335.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,42,6.2,283.3,149.3,N,0
-37.4223,145.6796,334.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,289.3,145.6,N,0
-37.4059,145.7076,337.8,2.7,1.6,2009-02-07,1235,Terra,MODIS,54,6.2,277.3,157.3,N,0
-37.4079,145.6784,334.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,279.6,144.2,N,0
-37.3892,145.7407,326.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,53,6.2,269.9,80.1,N,0
-37.3915,145.7061,325,2.7,1.6,2009-02-07,1235,Terra,MODIS,8,6.2,271.2,88,N,0
-37.3749,145.7389,349.6,2.7,1.6,2009-02-07,1235,Terra,MODIS,98,6.2,281,245.7,N,0
-37.3772,145.7046,331.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,30,6.2,273.9,124.6,N,0
-37.3606,145.7371,324.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,276.5,82.6,N,0
-37.3629,145.7029,324.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,272.4,85.3,N,0
-37.3999,145.8463,315.9,2.6,1.6,2009-02-07,1235,Terra,MODIS,66,6.2,277.9,44.4,N,0
-37.4017,145.8171,361.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,276.4,358.6,N,0
-37.3875,145.8155,358.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,288,320.4,N,0
-37.3732,145.8145,321.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,287.9,63.3,N,0
-37.3966,145.841,339.5,2.6,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,286.1,163.1,N,0
-36.4651,146.7679,326.8,2.3,1.5,2009-02-07,1235,Terra,MODIS,0,6.2,295.3,71.9,N,0
-36.4518,146.7678,319.7,2.3,1.5,2009-02-07,1235,Terra,MODIS,94,6.2,294,37.8,N,0
-36.4384,146.7673,313.1,2.3,1.5,2009-02-07,1235,Terra,MODIS,33,6.2,290.1,19.6,N,0
-36.4424,146.7625,318,2.3,1.5,2009-02-07,1235,Terra,MODIS,30,6.2,292.4,32.9,N,0
-37.4898,145.6096,321.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,36,6.2,289.6,76.2,N,0
-37.4753,145.608,327,2.7,1.6,2009-02-07,1235,Terra,MODIS,77,6.2,290.3,104.1,N,0
-37.3987,145.8111,372.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,280.4,494.6,N,0
-37.4879,145.6027,321.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,49,6.2,289.7,79.8,N,0
-37.4735,145.5994,325.9,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,290.5,93.1,N,0
-37.459,145.5983,323.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,288.9,85.4,N,0
-37.4407,145.6586,328.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,47,6.2,285.2,117.5,N,0
-37.4446,145.5959,310.4,2.7,1.6,2009-02-07,1235,Terra,MODIS,12,6.2,277.9,47.6,N,0
-37.4262,145.658,332.1,2.7,1.6,2009-02-07,1235,Terra,MODIS,51,6.2,283.6,138.3,N,0
-37.4118,145.6568,336.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,78,6.2,282.9,163.2,N,0
-37.4135,145.6288,322.7,2.7,1.6,2009-02-07,1235,Terra,MODIS,61,6.2,276,91.1,N,0
-37.3992,145.6261,338.2,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,279.9,181.4,N,0
-37.3832,145.651,323.5,2.7,1.6,2009-02-07,1235,Terra,MODIS,82,6.2,271.2,91.8,N,0
-37.424,145.6535,322.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,0,6.2,281.6,84.4,N,0
-37.3845,145.8091,356.3,2.7,1.6,2009-02-07,1235,Terra,MODIS,100,6.2,288.1,297.4,N,0
